Data	Godzina_rozp	Godzina_zak	ID_aktywnosci	PESEL
21/07/2018	19:00:00	20:10:00	23	79052162464
21/07/2018	16:30:00	17:30:00	24	94112589931
21/07/2018	20:00:00	22:00:00	15	68010634532
21/07/2018	20:00:00	20:45:00	3	81071092233
21/07/2018	16:00:00	17:15:00	22	85081541903
21/07/2018	18:45:00	20:15:00	2	78033117532
21/07/2018	16:00:00	17:00:00	26	86012615683
21/07/2018	16:00:00	18:00:00	15	91103111832
21/07/2018	16:00:00	17:30:00	2	99121573571
21/07/2018	16:00:00	17:30:00	20	82092143609
21/07/2018	18:45:00	19:30:00	8	76012093493
21/07/2018	17:00:00	17:50:00	19	89051965791
21/07/2018	20:30:00	23:00:00	14	73102055173
21/07/2018	19:30:00	21:00:00	7	78102259510
22/07/2018	19:30:00	21:00:00	20	75020256913
22/07/2018	18:45:00	21:15:00	14	89073075463
22/07/2018	17:00:00	18:00:00	24	75111867316
22/07/2018	18:45:00	19:45:00	18	92041895143
22/07/2018	16:30:00	17:30:00	7	82011292429
22/07/2018	19:30:00	20:15:00	13	95110862679
22/07/2018	16:30:00	18:00:00	2	86112727558
22/07/2018	18:00:00	19:00:00	24	93030113251
22/07/2018	20:00:00	21:00:00	11	70021574202
22/07/2018	18:45:00	19:30:00	25	92121746006
22/07/2018	20:30:00	21:15:00	25	86030715967
22/07/2018	17:00:00	17:45:00	17	90071048687
22/07/2018	20:30:00	23:00:00	14	96041655459
22/07/2018	16:00:00	16:45:00	8	82031633910
22/07/2018	20:30:00	21:15:00	3	72092076469
22/07/2018	19:30:00	20:20:00	19	98010996356
22/07/2018	17:00:00	18:00:00	5	90050968982
22/07/2018	16:00:00	16:45:00	17	01301144688
22/07/2018	16:00:00	17:30:00	6	99121824301
22/07/2018	20:30:00	23:00:00	14	97052873850
23/07/2018	20:00:00	21:00:00	24	80112885740
23/07/2018	18:45:00	19:35:00	19	84080569574
23/07/2018	16:30:00	17:15:00	17	85040186862
23/07/2018	20:30:00	23:00:00	14	90081986803
23/07/2018	16:15:00	18:45:00	14	91103111832
23/07/2018	17:00:00	18:30:00	20	86061622153
23/07/2018	20:00:00	21:30:00	20	99121573571
23/07/2018	19:00:00	21:30:00	14	93111321638
23/07/2018	16:30:00	17:15:00	25	85081541903
23/07/2018	16:30:00	17:15:00	5	68010634532
23/07/2018	16:00:00	17:30:00	6	75020256913
23/07/2018	16:00:00	17:15:00	22	73050978537
23/07/2018	16:00:00	18:00:00	15	80111769711
23/07/2018	19:00:00	20:00:00	4	85040186862
23/07/2018	19:00:00	20:30:00	20	71111293212
23/07/2018	18:00:00	20:00:00	15	71070846711
24/07/2018	20:30:00	21:15:00	3	87121181946
24/07/2018	20:00:00	21:10:00	23	85022769263
24/07/2018	16:30:00	17:30:00	24	66022017983
24/07/2018	17:00:00	17:45:00	17	94100739689
24/07/2018	16:00:00	16:45:00	3	79052922062
24/07/2018	20:00:00	20:45:00	25	80063050611
24/07/2018	20:00:00	22:00:00	9	01230712857
24/07/2018	19:00:00	19:45:00	25	77070796384
24/07/2018	19:00:00	21:00:00	12	96091727423
24/07/2018	20:00:00	22:30:00	14	76021661410
25/07/2018	19:00:00	20:00:00	21	97062640145
25/07/2018	20:30:00	22:30:00	12	92041895143
25/07/2018	19:00:00	20:30:00	20	94032111339
25/07/2018	20:30:00	22:30:00	15	94110383957
25/07/2018	21:00:00	21:45:00	25	83020982950
25/07/2018	20:00:00	21:00:00	26	90071262308
25/07/2018	18:45:00	20:15:00	2	83040232798
25/07/2018	19:30:00	22:00:00	14	71070846711
25/07/2018	20:30:00	22:00:00	20	98010996356
25/07/2018	19:30:00	20:15:00	25	92112377396
25/07/2018	16:30:00	17:15:00	8	87062086333
25/07/2018	16:00:00	17:00:00	21	73102055173
25/07/2018	20:00:00	21:00:00	4	82092387166
25/07/2018	18:45:00	19:45:00	21	92110661765
25/07/2018	20:00:00	21:00:00	4	90071048687
25/07/2018	17:15:00	18:15:00	11	70021574202
26/07/2018	16:15:00	17:45:00	6	68010634532
26/07/2018	19:00:00	19:45:00	16	87062750948
26/07/2018	18:45:00	21:15:00	14	00252960031
26/07/2018	01:45:00	02:35:00	19	94112589931
26/07/2018	19:30:00	21:00:00	20	96081099358
26/07/2018	16:00:00	17:00:00	26	77021449064
26/07/2018	19:00:00	21:00:00	15	78102259510
27/07/2018	19:00:00	21:00:00	15	95110862679
27/07/2018	19:30:00	20:30:00	24	96091727423
27/07/2018	17:15:00	17:45:00	1	90011047109
27/07/2018	16:30:00	18:00:00	20	80032927955
27/07/2018	19:30:00	21:30:00	15	92101975525
27/07/2018	18:45:00	19:45:00	21	96050556875
27/07/2018	20:00:00	20:45:00	17	80052442601
27/07/2018	17:00:00	17:45:00	25	86052090714
27/07/2018	16:30:00	17:30:00	11	83020982950
28/07/2018	20:00:00	21:00:00	11	63030872779
28/07/2018	18:45:00	20:15:00	7	94100739689
28/07/2018	16:00:00	16:45:00	8	81041832832
28/07/2018	19:30:00	20:15:00	25	83071577958
28/07/2018	20:30:00	21:30:00	5	80121119944
28/07/2018	20:30:00	21:30:00	21	92121746006
28/07/2018	20:00:00	22:00:00	15	83122155515
28/07/2018	16:00:00	17:30:00	20	99012153756
28/07/2018	20:30:00	21:15:00	3	86021379938
28/07/2018	19:00:00	19:45:00	17	85061849221
28/07/2018	19:00:00	19:45:00	13	77022270175
28/07/2018	18:45:00	19:30:00	25	80052785782
28/07/2018	16:00:00	17:00:00	21	83070774646
28/07/2018	20:00:00	20:45:00	8	90071048687
28/07/2018	19:00:00	21:30:00	14	90011047109
28/07/2018	17:00:00	17:45:00	5	80063050611
28/07/2018	18:45:00	19:45:00	10	97080131708
29/07/2018	16:00:00	16:45:00	16	92101975525
29/07/2018	16:00:00	18:00:00	15	89052322441
29/07/2018	20:00:00	20:30:00	1	65081474702
29/07/2018	20:00:00	20:45:00	13	78061949367
29/07/2018	17:30:00	18:30:00	11	70080914919
29/07/2018	20:00:00	22:00:00	15	89011284779
29/07/2018	20:00:00	21:00:00	11	96050556875
29/07/2018	18:45:00	19:30:00	8	90071262308
29/07/2018	20:00:00	20:30:00	1	97081619346
30/07/2018	20:00:00	21:30:00	20	92090866233
30/07/2018	17:00:00	19:30:00	14	92041895143
30/07/2018	19:30:00	20:45:00	22	84111592168
30/07/2018	19:30:00	21:00:00	7	01303192726
30/07/2018	20:30:00	21:30:00	11	85040186862
30/07/2018	17:15:00	18:45:00	6	74090680952
30/07/2018	18:45:00	21:15:00	14	82053154042
30/07/2018	20:00:00	21:00:00	11	80032927955
30/07/2018	20:00:00	21:30:00	2	71070846711
30/07/2018	17:00:00	18:00:00	7	79052922062
30/07/2018	18:45:00	20:45:00	15	94110383957
31/07/2018	20:30:00	21:30:00	11	88041490754
31/07/2018	19:45:00	21:15:00	6	73033059121
31/07/2018	16:00:00	17:15:00	22	93102278884
31/07/2018	20:00:00	21:00:00	21	89073075463
31/07/2018	17:00:00	19:30:00	14	69072710172
01/08/2018	20:30:00	22:30:00	9	99012153756
01/08/2018	20:00:00	21:00:00	26	82111668069
01/08/2018	19:30:00	20:20:00	19	86021379938
01/08/2018	19:30:00	21:00:00	6	74060969953
01/08/2018	16:00:00	17:00:00	7	98061785789
01/08/2018	20:00:00	22:00:00	9	00312447739
01/08/2018	19:00:00	20:30:00	2	76021661410
02/08/2018	20:00:00	21:30:00	6	97080131708
02/08/2018	16:30:00	19:00:00	14	81041832832
02/08/2018	17:00:00	18:00:00	21	70080914919
02/08/2018	20:00:00	21:30:00	2	81071092233
02/08/2018	16:00:00	16:45:00	13	82011292429
02/08/2018	19:30:00	20:15:00	16	80082936525
02/08/2018	20:00:00	22:00:00	15	79052922062
02/08/2018	18:45:00	20:15:00	6	84062618311
02/08/2018	19:00:00	20:30:00	20	88032884997
02/08/2018	16:15:00	18:15:00	15	73042042642
02/08/2018	16:00:00	17:30:00	6	95013062448
02/08/2018	19:00:00	19:50:00	19	89110296013
02/08/2018	17:00:00	18:30:00	6	92041895143
02/08/2018	20:30:00	21:15:00	16	72092468930
02/08/2018	16:00:00	17:00:00	7	84061632305
02/08/2018	16:15:00	18:15:00	15	82111668069
03/08/2018	19:30:00	20:15:00	16	89021968180
03/08/2018	18:45:00	20:15:00	6	90011047109
03/08/2018	20:30:00	22:30:00	9	93030113251
03/08/2018	16:00:00	17:30:00	2	86052090714
03/08/2018	19:45:00	21:15:00	2	81120464998
03/08/2018	20:30:00	22:30:00	9	80121119944
03/08/2018	19:00:00	19:45:00	16	77102111394
03/08/2018	20:00:00	20:50:00	19	63030872779
03/08/2018	19:30:00	21:30:00	12	86052090714
03/08/2018	20:00:00	21:00:00	4	74051070044
04/08/2018	20:30:00	21:30:00	26	90011047109
04/08/2018	17:00:00	18:00:00	21	83061750156
04/08/2018	19:00:00	19:30:00	1	88032151088
04/08/2018	17:15:00	18:15:00	21	89052322441
04/08/2018	19:30:00	22:00:00	14	75111867316
04/08/2018	20:00:00	20:45:00	17	67101888089
04/08/2018	17:00:00	19:00:00	15	83071577958
04/08/2018	20:30:00	23:00:00	14	72092468930
04/08/2018	18:45:00	19:30:00	3	94100739689
04/08/2018	16:00:00	17:00:00	18	91022421942
04/08/2018	16:30:00	17:30:00	10	85061169747
04/08/2018	19:00:00	21:30:00	14	99012153756
05/08/2018	18:45:00	19:45:00	7	01291479054
05/08/2018	16:00:00	17:30:00	6	89073075463
05/08/2018	20:00:00	21:30:00	2	86021379938
05/08/2018	16:00:00	16:45:00	25	79041379857
05/08/2018	16:00:00	17:00:00	5	92052540982
05/08/2018	17:15:00	18:15:00	5	73050978537
05/08/2018	16:15:00	17:00:00	13	86030715967
05/08/2018	20:15:00	22:15:00	12	00312447739
05/08/2018	19:30:00	21:30:00	15	71111293212
05/08/2018	20:30:00	21:30:00	5	81030746177
06/08/2018	20:00:00	20:45:00	13	78102259510
06/08/2018	19:00:00	19:50:00	19	01230712857
06/08/2018	19:45:00	22:15:00	14	77022270175
06/08/2018	20:00:00	22:00:00	9	62011052982
06/08/2018	20:00:00	22:30:00	14	90071048687
06/08/2018	17:00:00	19:00:00	15	76082244612
06/08/2018	19:45:00	20:45:00	26	72092076469
06/08/2018	16:30:00	17:30:00	21	80052442601
06/08/2018	17:15:00	18:05:00	19	01291479054
06/08/2018	20:00:00	20:45:00	13	74090680952
06/08/2018	20:00:00	21:30:00	7	92110661765
06/08/2018	16:00:00	17:00:00	24	93111772717
06/08/2018	19:00:00	20:00:00	7	87121181946
06/08/2018	16:00:00	16:45:00	13	84062618311
06/08/2018	19:00:00	21:00:00	15	83020982950
06/08/2018	18:45:00	19:45:00	26	90011047109
06/08/2018	16:00:00	17:30:00	2	71070846711
06/08/2018	20:00:00	21:00:00	21	87121110791
06/08/2018	16:15:00	17:45:00	6	82092387166
07/08/2018	17:00:00	18:30:00	20	78033117532
07/08/2018	16:00:00	18:00:00	9	90050968982
07/08/2018	20:00:00	20:45:00	16	94110383957
07/08/2018	20:00:00	21:30:00	6	98010881962
07/08/2018	20:30:00	23:00:00	14	91103111832
07/08/2018	20:00:00	21:00:00	11	86052090714
07/08/2018	16:00:00	17:00:00	21	78061949367
07/08/2018	16:30:00	17:45:00	22	80052442601
07/08/2018	16:00:00	17:30:00	20	99121573571
07/08/2018	19:30:00	20:15:00	16	86061622153
07/08/2018	17:00:00	19:00:00	15	76012093493
07/08/2018	20:00:00	21:30:00	6	90120447577
08/08/2018	17:15:00	17:45:00	1	98072258726
08/08/2018	17:00:00	18:00:00	26	98010881962
08/08/2018	19:00:00	21:00:00	15	88041490754
08/08/2018	16:00:00	17:00:00	5	83020982950
08/08/2018	19:30:00	21:00:00	2	92112377396
08/08/2018	17:00:00	18:30:00	2	71111293212
08/08/2018	20:00:00	20:50:00	19	89072858597
08/08/2018	19:00:00	20:30:00	6	94082877603
08/08/2018	19:45:00	20:45:00	11	93081880566
08/08/2018	19:45:00	21:45:00	12	86012615683
08/08/2018	16:15:00	17:45:00	20	81072675910
08/08/2018	18:45:00	20:15:00	20	73050978537
08/08/2018	20:30:00	21:15:00	3	66022017983
08/08/2018	20:30:00	21:30:00	26	90071048687
09/08/2018	19:00:00	21:00:00	15	86021379938
09/08/2018	20:30:00	21:15:00	17	83040314845
09/08/2018	16:00:00	17:30:00	20	99121573571
09/08/2018	18:45:00	19:45:00	5	75040642244
09/08/2018	18:45:00	20:15:00	20	94082877603
09/08/2018	20:00:00	21:00:00	24	90100532222
09/08/2018	20:00:00	22:00:00	9	91091521428
09/08/2018	16:00:00	18:00:00	15	84080569574
09/08/2018	16:00:00	17:15:00	22	00312447739
09/08/2018	20:00:00	20:45:00	16	95110862679
10/08/2018	16:00:00	18:00:00	12	83040314845
10/08/2018	17:15:00	18:45:00	6	91091314554
10/08/2018	17:00:00	18:00:00	26	82111668069
10/08/2018	20:30:00	21:20:00	19	84080569574
10/08/2018	19:45:00	21:15:00	20	97062640145
10/08/2018	19:00:00	20:10:00	23	96121059001
10/08/2018	19:00:00	21:30:00	14	89011284779
10/08/2018	18:45:00	19:45:00	24	97081619346
10/08/2018	20:30:00	21:45:00	22	93111321638
11/08/2018	20:00:00	22:00:00	15	83041762623
11/08/2018	17:15:00	18:45:00	6	91091521428
11/08/2018	16:00:00	16:50:00	19	83040232798
11/08/2018	19:00:00	19:45:00	5	86012615683
11/08/2018	16:00:00	17:00:00	5	91052873780
11/08/2018	19:00:00	20:00:00	11	91122080296
11/08/2018	20:00:00	22:00:00	15	96091727423
11/08/2018	20:00:00	21:00:00	4	83040314845
11/08/2018	20:00:00	21:00:00	4	01301144688
11/08/2018	17:00:00	18:30:00	20	85030615390
11/08/2018	19:00:00	20:30:00	20	96082456169
11/08/2018	18:45:00	19:30:00	25	60042129602
11/08/2018	17:00:00	17:45:00	8	92121746006
12/08/2018	20:00:00	20:45:00	3	79052922062
12/08/2018	20:00:00	22:00:00	15	71070846711
12/08/2018	19:45:00	21:45:00	9	75020256913
12/08/2018	17:15:00	18:45:00	6	81072675910
12/08/2018	16:00:00	18:00:00	15	96041655459
12/08/2018	16:30:00	17:40:00	23	99121824301
12/08/2018	17:00:00	17:30:00	1	96082456169
12/08/2018	20:15:00	21:45:00	6	73102055173
12/08/2018	20:30:00	21:15:00	3	81030746177
12/08/2018	20:30:00	21:30:00	5	64061372360
